family_ID	protein_ID	inhibited_defense_system(inferred from seed proteins in the family)	clan_ID	clan_inhibited_defense_system(inferred from families with seed proteins)
AcrIIA7	IMGVR_UViG_3300029859_000016|3300029859|Ga0245304_10103913	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029860_000001|3300029860|Ga0245305_100012054	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029860_000357|3300029860|Ga0245305_100002687	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029861_000362|3300029861|Ga0245310_100037231	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029862_000001|3300029862|Ga0245308_10010741	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029870_000001|3300029870|Ga0245312_10011566	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029871_000336|3300029871|Ga0245314_10003023	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029871_000369|3300029871|Ga0245314_10018489	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029872_000012|3300029872|Ga0245317_10068510	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029872_000319|3300029872|Ga0245317_100003107	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029874_000001|3300029874|Ga0245322_100070148	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029874_000326|3300029874|Ga0245322_10024569	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029881_000394|3300029881|Ga0245307_100015276	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029885_000289|3300029885|Ga0245329_10083517	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029887_000157|3300029887|Ga0245331_100009740	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029893_000019|3300029893|Ga0246236_100040250	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029904_000193|3300029904|Ga0247319_10052577	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029908_000196|3300029908|Ga0311341_100034808	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029911_000896|3300029911|Ga0311361_101011175	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029914_000206|3300029914|Ga0311359_1000683021	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029922_000038|3300029922|Ga0311363_10000401116	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029922_000150|3300029922|Ga0311363_1000236114	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029923_000045|3300029923|Ga0311347_1000024522	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029923_000310|3300029923|Ga0311347_100085227	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029931_000143|3300029931|Ga0119911_1001885	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029952_000064|3300029952|Ga0311346_1000191420	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029952_000090|3300029952|Ga0311346_1000274534	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029953_000157|3300029953|Ga0311343_1000403332	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029954_000040|3300029954|Ga0311331_1000150242	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029955_000044|3300029955|Ga0311342_1000099539	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029957_000019|3300029957|Ga0265324_100002629	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029957_000023|3300029957|Ga0265324_1000030835	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029965_000042|3300029965|Ga0315755_100046810	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029981_000027|3300029981|Ga0302293_1000016137	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029983_000045|3300029983|Ga0302284_10001242	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029985_000035|3300029985|Ga0302280_1000083116	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029985_000242|3300029985|Ga0302280_100268017	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029986_000825|3300029986|Ga0302188_100147265	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029988_000032|3300029988|Ga0302190_1000113613	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029989_000037|3300029989|Ga0311365_1000036429	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029989_000062|3300029989|Ga0311365_1000053419	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029990_000212|3300029990|Ga0311336_100235317	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029990_000378|3300029990|Ga0311336_100190765	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029994_000015|3300029994|Ga0302283_100061043	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029995_000003|3300029995|Ga0302210_1000009526	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029995_000105|3300029995|Ga0302210_100025132	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029996_000255|3300029996|Ga0245029_100062221	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029998_000005|3300029998|Ga0302271_1000024334	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300029998_000007|3300029998|Ga0302271_1000041358	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030000_000019|3300030000|Ga0311337_1000039940	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030000_000273|3300030000|Ga0311337_100146576	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030001_000036|3300030001|Ga0302272_100018538	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030001_000068|3300030001|Ga0302272_100046919	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030002_000034|3300030002|Ga0311350_1000032438	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030002_000054|3300030002|Ga0311350_1000049535	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030002_000175|3300030002|Ga0311350_1000281723	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030011_000055|3300030011|Ga0302270_1000438421	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030019_000071|3300030019|Ga0311348_1000031258	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030041_000167|3300030041|Ga0302274_1000649916	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030044_000043|3300030044|Ga0302281_1000026914	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030044_000169|3300030044|Ga0302281_1000833710	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030045_000267|3300030045|Ga0302282_10165055	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030047_000028|3300030047|Ga0302286_1000018838	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030047_000040|3300030047|Ga0302286_1000028919	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030049_000123|3300030049|Ga0302191_100022699	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030051_000027|3300030051|Ga0302195_1000155222	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030055_000013|3300030055|Ga0302173_1000010137	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030061_004573|3300030061|Ga0183711_10000407	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030102_008731|3300030102|Ga0183675_100008763	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030123_000029|3300030123|Ga0238569_10001159	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030202_004216|3300030202|Ga0183712_100003181	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030230_000022|3300030230|Ga0302207_100006621	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030248_000061|3300030248|Ga0238493_10001148	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030294_000079|3300030294|Ga0311349_1000036244	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030294_000108|3300030294|Ga0311349_100005184	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030309_000004|3300030309|Ga0238548_1000096	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030319_000081|3300030319|Ga0244979_100101109	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030319_000366|3300030319|Ga0244979_10046421	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030320_000062|3300030320|Ga0244994_10075463	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030320_000116|3300030320|Ga0244994_10395514	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030339_000063|3300030339|Ga0311360_1000045134	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030339_000100|3300030339|Ga0311360_1000074150	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030339_000314|3300030339|Ga0311360_1000387413	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030365_000218|3300030365|Ga0245220_10000617	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030366_000124|3300030366|Ga0119907_10002358	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030379_000119|3300030379|Ga0167483_1000074160	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030423_000024|3300030423|Ga0238515_1000193	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030442_000060|3300030442|Ga0168840_100055101	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030506_000076|3300030506|Ga0302194_100010618	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030507_000035|3300030507|Ga0302192_1000051122	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030516_000153|3300030516|Ga0268255_1000024120	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030518_000041|3300030518|Ga0302275_1000270030	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030519_000049|3300030519|Ga0302193_100020669	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030685_000006|3300030685|Ga0302285_1000015438	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030685_000147|3300030685|Ga0302285_1000132516	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030688_000076|3300030688|Ga0311345_100016921	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030943_000027|3300030943|Ga0311366_1000045928	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030943_000058|3300030943|Ga0311366_1000066529	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030943_000234|3300030943|Ga0311366_1000278211	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030943_000259|3300030943|Ga0311366_100033907	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300030943_000616|3300030943|Ga0311366_100052668	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031088_000021|3300031088|Ga0308157_1000125454	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031134_000402|3300031134|Ga0308158_100033077	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031227_000718|3300031227|Ga0307928_100015437	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031227_007832|3300031227|Ga0307928_100072995	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031250_000003|3300031250|Ga0265331_1000044946	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031259_000065|3300031259|Ga0302187_100032735	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031372_000004|3300031372|Ga0302347_100027091	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031382_000115|3300031382|Ga0307971_10032756	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031418_000209|3300031418|Ga0308166_10058397	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031485_000001|3300031485|Ga0325302_11421883	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031521_000092|3300031521|Ga0311364_1000053638	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031521_000146|3300031521|Ga0311364_1000080239	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031521_000244|3300031521|Ga0311364_1000130031	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031521_000313|3300031521|Ga0311364_1000181011	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031521_000429|3300031521|Ga0311364_1000336922	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031523_000023|3300031523|Ga0307492_1000057929	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031539_001200|3300031539|Ga0307380_100190897	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_000587|3300031555|Ga0318466_100982913	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_001066|3300031555|Ga0318466_1004378536	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_001130|3300031555|Ga0318466_1000779334	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_001352|3300031555|Ga0318466_1003981629	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_001557|3300031555|Ga0318466_101350172	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_001666|3300031555|Ga0318466_1002225645	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_003692|3300031555|Ga0318466_1002035026	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_004273|3300031555|Ga0318466_1003544724	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_004302|3300031555|Ga0318466_1007797926	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031555_004901|3300031555|Ga0318466_100843439	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031565_001401|3300031565|Ga0307379_100187605	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031566_001583|3300031566|Ga0307378_100253776	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031601_000671|3300031601|Ga0307992_10032335	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031601_000877|3300031601|Ga0307992_10033707	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031601_001851|3300031601|Ga0307992_10041784	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031645_000576|3300031645|Ga0307990_10078257	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031722_000029|3300031722|Ga0311351_1000016064	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031722_000067|3300031722|Ga0311351_1000038340	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031722_000070|3300031722|Ga0311351_1000039746	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031722_000146|3300031722|Ga0311351_1000108829	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031758_000102|3300031758|Ga0315907_1000053366	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031760_000004|3300031760|Ga0326513_10000007202	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031760_001173|3300031760|Ga0326513_100026522	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031825_000010|3300031825|Ga0255338_100103747	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031841_002410|3300031841|Ga0326486_100008623	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031853_000175|3300031853|Ga0326514_1000030229	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031853_000284|3300031853|Ga0326514_1000050928	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031857_000234|3300031857|Ga0315909_1000045070	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031857_000525|3300031857|Ga0315909_100009693	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031857_001469|3300031857|Ga0315909_1000259022	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031867_000229|3300031867|Ga0326511_1000039417	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031867_000424|3300031867|Ga0326511_1000072116	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031867_000550|3300031867|Ga0326511_1000098816	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031867_001590|3300031867|Ga0326511_100048386	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031867_001783|3300031867|Ga0326511_1000640510	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031885_000262|3300031885|Ga0315285_100056582	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031918_000037|3300031918|Ga0311367_1000044110	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031918_000060|3300031918|Ga0311367_1000066748	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031951_000486|3300031951|Ga0315904_1000136347	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031951_000682|3300031951|Ga0315904_1000179722	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031957_001745|3300031957|Ga0326497_10003567	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031957_002592|3300031957|Ga0326497_100089221	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031957_002716|3300031957|Ga0326497_100070038	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031992_000008|3300031992|Ga0310694_1000002631	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031993_000029|3300031993|Ga0310696_10000157162	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031993_000074|3300031993|Ga0310696_1000046051	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031993_000105|3300031993|Ga0310696_1000061140	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031993_000121|3300031993|Ga0310696_1000069355	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031993_000218|3300031993|Ga0310696_1000107947	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031994_000025|3300031994|Ga0310691_1000014814	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031994_000034|3300031994|Ga0310691_1000019138	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031994_000101|3300031994|Ga0310691_1000060955	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031994_000128|3300031994|Ga0310691_1000077719	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031994_000636|3300031994|Ga0310691_100035549	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031998_000041|3300031998|Ga0310786_10000225114	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031998_000043|3300031998|Ga0310786_1000024984	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031998_000062|3300031998|Ga0310786_10000400106	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031998_000175|3300031998|Ga0310786_1000092614	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031998_000237|3300031998|Ga0310786_1000112340	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031998_000301|3300031998|Ga0310786_1000130334	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300031998_004582|3300031998|Ga0310786_1000048273	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032007_000232|3300032007|Ga0310695_1000278738	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032030_000015|3300032030|Ga0310697_1000006123	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032030_000073|3300032030|Ga0310697_1000032076	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032037_000120|3300032037|Ga0326508_100017311	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032038_000320|3300032038|Ga0326512_1000045511	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032038_000354|3300032038|Ga0326512_1000049314	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032046_000319|3300032046|Ga0315289_100060473	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032050_000662|3300032050|Ga0315906_1000223723	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032050_001370|3300032050|Ga0315906_1000524915	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032093_002594|3300032093|Ga0315902_1001619115	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032116_000556|3300032116|Ga0315903_1000123156	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032116_001791|3300032116|Ga0315903_1000436410	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032143_000582|3300032143|Ga0315292_1000285913	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032163_000150|3300032163|Ga0315281_1000663810	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032164_000208|3300032164|Ga0315283_1000574520	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032167_000093|3300032167|Ga0224413_1000486971	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032167_000304|3300032167|Ga0224413_1001260719	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032167_000315|3300032167|Ga0224413_1001275121	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032167_000472|3300032167|Ga0224413_100164974	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032167_000505|3300032167|Ga0224413_1001749711	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032167_002381|3300032167|Ga0224413_100875437	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032167_002631|3300032167|Ga0224413_100727368	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032212_000075|3300032212|Ga0316207_1000103211	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032212_000084|3300032212|Ga0316207_1000107728	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032223_000561|3300032223|Ga0335267_11658992	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032245_000124|3300032245|Ga0335278_172924736	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032259_000009|3300032259|Ga0316190_1000022828	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032288_003856|3300032288|Ga0335290_154386037	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032291_000616|3300032291|Ga0335297_107527352	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032295_000701|3300032295|Ga0335302_17004045	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032295_002686|3300032295|Ga0335302_13816304	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032296_001930|3300032296|Ga0335303_148415630	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032315_000100|3300032315|Ga0335319_10925775	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032315_001592|3300032315|Ga0335319_14931853	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032364_000018|3300032364|Ga0336680_13762103	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032561_001927|3300032561|Ga0316222_10009969	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300032893_001513|3300032893|Ga0335069_1002094711	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033065_000232|3300033065|Ga0364479_1134619	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033065_002080|3300033065|Ga0364479_1034962	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033065_003131|3300033065|Ga0364479_1081826	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033065_003488|3300033065|Ga0364479_1118720	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033066_000192|3300033066|Ga0364482_110983	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033066_000482|3300033066|Ga0364482_1006938	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033066_001157|3300033066|Ga0364482_118694	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033066_002135|3300033066|Ga0364482_1035131	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033067_000116|3300033067|Ga0364483_1000719	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033067_000620|3300033067|Ga0364483_1025957	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033067_000691|3300033067|Ga0364483_102182	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033067_001279|3300033067|Ga0364483_1022865	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_000047|3300033068|Ga0364484_100426	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_000403|3300033068|Ga0364484_111201	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_000617|3300033068|Ga0364484_100316	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_000817|3300033068|Ga0364484_1030238	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_000822|3300033068|Ga0364484_107114	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_000989|3300033068|Ga0364484_1020564	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_001269|3300033068|Ga0364484_1043016	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_001361|3300033068|Ga0364484_1216315	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_001481|3300033068|Ga0364484_1001813	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_001756|3300033068|Ga0364484_1032119	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033068_001924|3300033068|Ga0364484_1022437	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033069_000362|3300033069|Ga0364485_1027952	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033069_001647|3300033069|Ga0364485_1058119	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033070_000109|3300033070|Ga0364486_1013110	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033070_000127|3300033070|Ga0364486_1099214	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033070_000129|3300033070|Ga0364486_104291	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033070_000467|3300033070|Ga0364486_1058217	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033072_000043|3300033072|Ga0364570_100527	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033072_000224|3300033072|Ga0364570_1024111	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033072_000247|3300033072|Ga0364570_105352	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033072_000283|3300033072|Ga0364570_1012127	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033072_000666|3300033072|Ga0364570_1115214	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033073_000885|3300033073|Ga0364572_1036343	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033073_001459|3300033073|Ga0364572_1030312	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033074_000299|3300033074|Ga0364573_1108823	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033074_000304|3300033074|Ga0364573_1025258	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033074_002181|3300033074|Ga0364573_106893	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033075_000048|3300033075|Ga0364574_1016340	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033075_000263|3300033075|Ga0364574_104963	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033075_001927|3300033075|Ga0364574_1021221	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033076_000135|3300033076|Ga0364575_103273	CRISPR-Cas		
AcrIIA7	IMGVR_UViG_3300033076_000575|3300033076|Ga0364575_102453	CRISPR-Cas		
