AD family	Representative protein	subjectid	Phage	Host	TaxID	Source	Pfam ID	Phrog ID
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018				IMGVR	PF07275.16	
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300005537_000015|3300005537|Ga0070730_100005935				IMGVR	PF07275.16	
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300022670_000301|3300022670|Ga0247391_1000405010				IMGVR	PF07275.16	
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300020580_000045|3300020580|Ga0210403_1000092339				IMGVR	PF07275.16	phrog_9614
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300050821_010400|3300050821|Ga0505706_00015182_2463_3083				IMGVR	PF07275.16	phrog_9614
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300037852_000207|3300037852|Ga0372960_0000769_9371_9991				IMGVR	PF07275.16	phrog_9614
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300032008_000012|3300032008|Ga0318562_1000009467				IMGVR	PF07275.16	
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300040007_000002|3300040007|Ga0428328_00001_6163_6711				IMGVR	PF07275.16	
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300042981_000067|3300042981|Ga0483887_87854_26734_27267				IMGVR	PF07275.16	
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300042982_000063|3300042982|Ga0483897_54819_16823_17356				IMGVR	PF07275.16	
APIS147	IMGVR_UViG_3300027857_000008|3300027857|Ga0209166_1000054018	IMGVR_UViG_3300020049_005358|3300020049|Ga0206652_10007124				IMGVR	PF07275.16	
APIS148	YP_004250966.1	MGV-GENOME-0372901_7		Vibrio	662	MGV		phrog_11733
APIS148	YP_004250966.1	MH310933_00019	Vibrio phage ICP1_2011_A	Vibrio	662	INPHARED		phrog_11733
APIS148	YP_004250966.1	YP_004250966.1	Vibrio phage ICP1	Vibrio	662	NCBI		phrog_11733,phrog_11733
APIS148	YP_004250966.1	IMGVR_UViG_3300023192_002208|3300023192|Ga0255805_100000442				IMGVR		phrog_11733
APIS148	YP_004250966.1	MW794173_00022	Vibrio phage ICP1	Vibrio	662	INPHARED		phrog_11733
APIS148	YP_004250966.1	MW794152_00017	Vibrio phage ICP1	Vibrio	662	INPHARED		phrog_11733
APIS148	YP_004250966.1	IMGVR_UViG_3300037962_000518|3300037962|Ga0183746_00032_138917_139048				IMGVR		phrog_11733
APIS149	IMGVR_UViG_3300025415_000127|3300025415|Ga0208868_100032919	IMGVR_UViG_3300025415_000127|3300025415|Ga0208868_100032919				IMGVR	PF03837.19	phrog_8375,phrog_252,phrog_10056,phrog_12233
APIS149	IMGVR_UViG_3300025415_000127|3300025415|Ga0208868_100032919	IMGVR_UViG_3300006107_000005|3300006107|Ga0007836_100004137				IMGVR	PF03837.19	phrog_8375,phrog_252,phrog_10056,phrog_12233
APIS149	IMGVR_UViG_3300025415_000127|3300025415|Ga0208868_100032919	IMGVR_UViG_3300046009_009959|3300046009|Ga0485184_000414_15169_15945		Enterobacteriaceae	543	IMGVR	PF03837.19	phrog_8375,phrog_252,phrog_10056,phrog_12233
APIS149	IMGVR_UViG_3300025415_000127|3300025415|Ga0208868_100032919	IMGVR_UViG_3300037418_001489|3300037418|Ga0395900_0026707_255_1064				IMGVR	PF03837.19	phrog_8375,phrog_252,phrog_10056,phrog_12233
APIS150	APC44382.1	IMGVR_UViG_3300030332_001481|3300030332|Ga0183670_1000006442				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300029892_000001|3300029892|Ga0246235_100005112		UBA1400		IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037484_000502|3300037484|Ga0395807_0000292_3204_3449				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300049049_000146|3300049049|Ga0498755_000003_170907_171152				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300006899_000313|3300006899|Ga0102523_100011348				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300029954_000014|3300029954|Ga0311331_100008231				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300029954_000665|3300029954|Ga0311331_1000932623				IMGVR		phrog_6408
APIS150	APC44382.1	MH588547_00144	Caulobacter phage CcrSC	Caulobacter	75	INPHARED		phrog_6408
APIS150	APC44382.1	MH588546_00146	Caulobacter phage CcrBL9	Caulobacter	75	INPHARED		phrog_6408
APIS150	APC44382.1	MZ574432_00148	Caulobacter phage BL47	Caulobacter	75	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300025018_000105|3300025018|Ga0210043_1000047143				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300040801_002121|3300040801|Ga0450804_3737114_12825_13124				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300007986_000047|3300007986|Ga0100380_1000094439		Bradymonadaceae	1779135	IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300046615_000205|3300046615|Ga0495656_0000271_15954_16220				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300046542_000259|3300046542|Ga0495597_0000018_56182_56409				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300036770_005691|3300036770|Ga0310126_0001489_4906_5211				IMGVR		phrog_6408
APIS150	APC44382.1	OL955261_00042	Erythrobacter phage vB_EliS-L02	Erythrobacter	1041	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300048903_000230|3300048903|Ga0496100_0000017_76280_76561				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300022187_000032|3300022187|Ga0196899_100004875				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300034072_000773|3300034072|Ga0310127_000592_36086_36346				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300045450_000055|3300045450|Ga0456060_0000055_84812_85093				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300007345_007447|3300007345|Ga0070752_10069467				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300007985_000009|3300007985|Ga0100381_100003682		Bradymonadaceae	1779135	IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300025003_000007|3300025003|Ga0210052_100002529		Bradymonadaceae	1779135	IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300000271_000011|3300000271|PBR_100027726				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300024239_000011|3300024239|Ga0247724_1000001105				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037322_000248|3300037322|Ga0400250_0002483_8278_8571				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300049198_000021|3300049198|Ga0498784_000001_146352_146645				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300014004_000001|3300014004|Ga0122311_10001085				IMGVR		phrog_6408
APIS150	APC44382.1	LC739539_00188	Escherichia phage phiWec190	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	OP177727_00033	Escherichia phage pEC-M2929-1AR.1	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	OM386667_00230	Escherichia phage vB_EcoM_REC	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	MN850632_00077	Escherichia phage alia	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	OP172792_00062	Escherichia phage ECO340P2	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	LC739535_00020	Escherichia phage phiWec186	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300010283_000001|3300010283|Ga0129312_1000034167				IMGVR		phrog_6408
APIS150	APC44382.1	uvig_297265_188				GPD		phrog_6408
APIS150	APC44382.1	MGV-GENOME-0375924_226				MGV		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300045988_049843|3300045988|Ga0495776_059324_12534_12785				IMGVR		phrog_6408
APIS150	APC44382.1	MN850571_00197	Escherichia phage nepoznato	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	FR775895_00204	Escherichia phage phi92	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	OQ031492_00217	Escherichia phage MRostami-2023b	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	OM386658_00190	Escherichia phage vB_EcoM_ESCO32	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	MW175890_00084	Dompiswa phage TSP7_1	Dompiswa		INPHARED		phrog_6408
APIS150	APC44382.1	OM386656_00181	Escherichia phage vB_EcoM_ESCO25	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	OM386654_00130	Escherichia phage vB_EcoM_ESCO9	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	OM401812_00197	Escherichia phage vB_EcoM_PD211	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	MH252123_00179	Klebsiella phage ZCKP1	Klebsiella	570	INPHARED		phrog_6408
APIS150	APC44382.1	MGV-GENOME-0357431_27				MGV		phrog_6408
APIS150	APC44382.1	OM386653_00192	Escherichia phage vB_EcoM_ESCO8	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	uvig_137007_3				GPD		phrog_6408
APIS150	APC44382.1	MZ501063_00077	Escherichia phage EmilieFrey	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	LR746137_00209	Escherichia phage vB_EcoM_UP17	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	OQ108497_00162	Escherichia phage EC_OE_11	Escherichia	561	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033070_001215|3300033070|Ga0364486_1097114				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033066_001081|3300033066|Ga0364482_1050741				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300006056_000285|3300006056|Ga0075163_1000479518				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300035211_000076|3300035211|Ga0373566_0000206_3563_3808				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_2706796082_000001|2706796082|2708697697				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300017648_000004|3300017648|Ga0180216_100003891				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300048854_000081|3300048854|Ga0496063_0000015_222455_222703				IMGVR		phrog_6408
APIS150	APC44382.1	OK499989_00255	Morganella phage vB_MmoM_Rgz1	Morganella	108061	INPHARED		phrog_6408
APIS150	APC44382.1	MW385300_00260	Providencia phage PSTRCR_121	Providencia	586	INPHARED		phrog_6408
APIS150	APC44382.1	KX078569_00250	Morganella phage vB_MmoM_MP1	Morganella	108061	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300022707_000582|3300022707|Ga0247389_1000006334				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300020577_010124|3300020577|Ga0212215_1000001093				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033069_001243|3300033069|Ga0364485_1011135				IMGVR		phrog_6408
APIS150	APC44382.1	LR756511_01026	uncultured phage	Unspecified	32644	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300001199_000001|3300001199|J055_10000008128				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300000366_000001|3300000366|SS_3KL_010_SOILDRAFT_1000001396				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033066_000693|3300033066|Ga0364482_10083189				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033068_000287|3300033068|Ga0364484_10201183				IMGVR		phrog_6408
APIS150	APC44382.1	ON529857_00339	Brevundimonas phage vB_BpoS-Kikimora	Brevundimonas	41275	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300025534_000198|3300025534|Ga0207747_100066822				IMGVR		phrog_6408
APIS150	APC44382.1	ON529850_00352	Brevundimonas phage vB_BpoS-Gurke	Brevundimonas	41275	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300045538_000426|3300045538|Ga0466424_000001_88633_88932				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300042197_004918|3300042197|Ga0451494_0000046_108630_108947				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300048582_000067|3300048582|Ga0498910_0000043_27252_27497				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300019742_000019|3300019742|Ga0193965_10003455				IMGVR		phrog_6408
APIS150	APC44382.1	LR756502_00181	uncultured phage	Unspecified	32644	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300013121_000012|3300013121|Ga0172278_1553162				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300034198_015569|3300034198|Ga0373103_1079113_32787_33029				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300014202_000512|3300014202|Ga0181609_11116069				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037264_003213|3300037264|Ga0393283_0000069_66348_66629				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300032311_001505|3300032311|Ga0335293_1048012143				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300019458_000020|3300019458|Ga0187892_10000049257				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033067_002106|3300033067|Ga0364483_10151120				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300020577_003511|3300020577|Ga0212215_100011183				IMGVR		phrog_6408
APIS150	APC44382.1	LR745206_00826	uncultured phage	Unspecified	32644	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300047678_000160|3300047678|Ga0495312_0000792_18575_18820				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300027733_000149|3300027733|Ga0209297_100033929				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300009158_000112|3300009158|Ga0114977_1000024412				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300036766_002289|3300036766|Ga0373622_0000005_386185_386439				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300003310_000099|3300003310|D1draft_1000006739				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037418_002332|3300037418|Ga0395900_0000040_86024_86269				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300017917_001342|3300017917|Ga0192394_117770322				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300046492_000199|3300046492|Ga0495585_0000015_80059_80319				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300038701_002504|3300038701|Ga0401683_000001_108409_108669				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300020577_007233|3300020577|Ga0212215_1000000148				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300046501_000246|3300046501|Ga0495607_0000015_154455_154715				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300046522_000110|3300046522|Ga0495643_0007535_2602_2862				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300025679_000001|3300025679|Ga0207933_1000016219				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300006467_000134|3300006467|Ga0099972_1078688022				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300020202_000064|3300020202|Ga0196964_1000005359				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300049811_000196|3300049811|Ga0498932_0000165_22068_22307				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300012943_000028|3300012943|Ga0164241_10000033177				IMGVR	PF01503.22	phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300009514_000026|3300009514|Ga0129284_1000011172				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300050120_000152|3300050120|Ga0500009_000050_339416_339661				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300022562_000870|3300022562|Ga0247387_10000225130				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300010373_001364|3300010373|Ga0134128_10000027157				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300021514_000002|3300021514|Ga0190293_100000149				IMGVR		phrog_6408
APIS150	APC44382.1	OP883945_00430	Stenotrophomonas phage CM1	Stenotrophomonas	40323	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300021168_000876|3300021168|Ga0210406_10000484138				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300035698_015907|3300035698|Ga0374944_614088_115540_115782				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300046710_000146|3300046710|Ga0494753_0000077_61972_62214				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300014205_000298|3300014205|Ga0172380_1000107468				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300014205_000170|3300014205|Ga0172380_10000005800				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300012964_000012|3300012964|Ga0153916_1000008630				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033070_001071|3300033070|Ga0364486_1116125				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300020048_000018|3300020048|Ga0207193_1000050219				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300029922_000017|3300029922|Ga0311363_10000159298				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300020473_000024|3300020473|Ga0211625_10000159105				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033075_000428|3300033075|Ga0364574_10167111				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037312_001138|3300037312|Ga0395899_0000239_63725_63991				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300005732_000005|3300005732|Ga0076920_100158114				IMGVR		phrog_6408
APIS150	APC44382.1	APC44382.1	Pseudoalteromonas phage PH357	Pseudoalteromonas	53246	NCBI		phrog_6408,phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300025348_000002|3300025348|Ga0208353_100001523				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300001112_000001|3300001112|JGI12322J13274_1000001307				IMGVR		phrog_6408
APIS150	APC44382.1	AP018399_00182	Xanthomonas phage XacN1	Xanthomonas	338	INPHARED		phrog_6408
APIS150	APC44382.1	JX100810_00152	Caulobacter phage CcrColossus	Caulobacter	75	INPHARED		phrog_6408
APIS150	APC44382.1	MH588545_00165	Caulobacter phage CcrPW	Caulobacter	75	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300017987_000083|3300017987|Ga0180431_100003102				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300042402_007360|3300042402|Ga0453663_0002652_1376_1642				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300032267_001142|3300032267|Ga0335240_10016002139				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300022821_000019|3300022821|Ga0222673_100006655				IMGVR		phrog_6408
APIS150	APC44382.1	MG592671_00314	Vibrio phage 2.275.O._10N.286.54.E11	Vibrio	662	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300027123_000152|3300027123|Ga0255090_10001694				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300010403_000705|3300010403|Ga0134123_10000001686				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033066_001740|3300033066|Ga0364482_10106118				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033066_001936|3300033066|Ga0364482_1020159				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300029893_000044|3300029893|Ga0246236_10005735				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037418_003161|3300037418|Ga0395900_0000043_170235_170474				IMGVR	PF01503.22	phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300031372_000019|3300031372|Ga0302347_100085118				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300012996_000001|3300012996|Ga0157358_100000575				IMGVR		phrog_6408
APIS150	APC44382.1	OP617741_00108	Klebsiella phage KP13-16	Klebsiella	570	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300030108_006260|3300030108|Ga0183703_100000483				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300020045_008999|3300020045|Ga0206662_100000155				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300031521_000012|3300031521|Ga0311364_1000007587				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033121_001921|3300033121|Ga0364571_1138072				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033415_000003|3300033415|Ga0316607_100002760				IMGVR	PF01503.22	phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300009601_000005|3300009601|Ga0114914_100003013				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300028556_000007|3300028556|Ga0265337_1000005225				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300025237_000002|3300025237|Ga0208031_100002115				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300050139_000117|3300050139|Ga0500033_000349_19479_19721				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300028654_000013|3300028654|Ga0265322_100000223				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300035698_011925|3300035698|Ga0374944_609759_24744_24986				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300017421_000102|3300017421|Ga0182213_10000038				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300044638_004969|3300044638|Ga0453716_0000162_19639_19881				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300027705_000005|3300027705|Ga0209063_100009498				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300035180_000666|3300035180|Ga0373631_0000013_164641_164889				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300033402_000194|3300033402|Ga0326728_10000049429				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300043788_000040|3300043788|Ga0454598_0000017_151170_151412				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037475_000199|3300037475|Ga0400313_0000015_41246_41503				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300019487_000031|3300019487|Ga0187893_1000117063				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300005002_000001|3300005002|Ga0068518_100000162				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300002091_001261|3300002091|JGI24028J26656_100002333				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300028772_000011|3300028772|Ga0302209_1000002272				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300019776_000693|3300019776|Ga0197937_1108866107				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300025723_000213|3300025723|Ga0208741_1000044145				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300024258_000133|3300024258|Ga0233440_100145411				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300025372_000001|3300025372|Ga0207957_1000001157				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300019763_000064|3300019763|Ga0193962_100204518				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037313_000522|3300037313|Ga0395908_0000042_113540_113788				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300001262_000008|3300001262|BBAY74_1000001436				IMGVR	PF01503.22	phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300037418_003103|3300037418|Ga0395900_0000022_30855_31100				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300028676_000003|3300028676|Ga0302167_10000008458				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300032245_001763|3300032245|Ga0335278_1693414126				IMGVR		phrog_6408
APIS150	APC44382.1	MW367417_00190	Pectobacterium phage PcCB7V	Pectobacterium	122277	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300026472_000003|3300026472|Ga0256410_1000091143				IMGVR		phrog_6408
APIS150	APC44382.1	MN732867_00180	Erwinia phage Hena1	Erwinia	551	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_2029527005_000013|2029527005|ACOFGT_1385330				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_2974481002_000001|2974481002|2974481034				IMGVR		phrog_6408
APIS150	APC44382.1	OL744220_00212	Pantoea phage vB_PdiM_F5M2A	Pantoea	53335	INPHARED		phrog_6408
APIS150	APC44382.1	ON712643_00211	Pectobacterium phage vB_PcaM_P7_Pc	Pectobacterium	122277	INPHARED		phrog_6408
APIS150	APC44382.1	MN013077_00219	Klebsiella phage vB_KaeM_KaOmega	Klebsiella	570	INPHARED		phrog_6408
APIS150	APC44382.1	KT353109_00032	Cronobacter phage PBES 02	Cronobacter	413496	INPHARED		phrog_6408
APIS150	APC44382.1	KY514263_00178	Pectobacterium phage vB_PatM_CB7	Pectobacterium	122277	INPHARED		phrog_6408
APIS150	APC44382.1	LC483177_00199	Klebsiella phage 05F01	Klebsiella	570	INPHARED		phrog_6408
APIS150	APC44382.1	JQ691611_00227	Cronobacter phage CR9	Cronobacter	413496	INPHARED		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300017565_000017|3300017565|Ga0182745_1000023226				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300032241_001788|3300032241|Ga0335272_114629244				IMGVR		phrog_6408
APIS150	APC44382.1	IMGVR_UViG_3300023174_000129|3300023174|Ga0214921_1000039348				IMGVR		phrog_6408
APIS151	KY979132_00178	IMGVR_UViG_3300043137_000225|3300043137|Ga0484791_000745_2658_3689				IMGVR	PF00293.33,PF01467.31	
APIS151	KY979132_00178	IMGVR_UViG_3300047483_000165|3300047483|Ga0485316_003068_5598_6572				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300033067_000158|3300033067|Ga0364483_10296105				IMGVR	PF00293.33,PF01467.31	
APIS151	KY979132_00178	IMGVR_UViG_3300042260_000241|3300042260|Ga0451496_0000061_133445_134422				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300046096_000190|3300046096|Ga0456302_0000157_6286_7260				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198,phrog_19657
